a,b,c
1,-0.090708828,0.261657823
2,-0.317385664,0.451143628
3,-0.096879887,0.126275833
4,-0.393397083,0.358948474
5,-0.5,0.566037136
6,-0.347190271,0.258289939
7,-0.397156042,0.417023503
8,-0.619955228,0.570615242
9,-0.227153072,0.345149296
10,0.016374931,0.18260013
11,-0.045881764,-0.136347917
12,0.140545629,-0.27461375
13,0.390106075,-0.407133446
14,-0.245049983,0.123454452
15,-0.31420487,0.413459142
16,-0.54505197,0.391849518
17,-0.691049774,0.518997882
18,-0.32763293,0.121021182
19,0.061132222,-0.074985
20,0.167044457,-0.164218524
21,-0.051257799,0.079156893
22,0.278376761,-0.183333333
23,0.23691088,-0.47706928
24,-0.213113924,-0.064611645
25,-0.329307995,0.179679429
26,-0.431815911,0.48761564
27,-0.166937995,0.260611161
28,-0.468198941,0.471735806
29,0.202898199,-0.224416667
30,-0.066727616,0.08140428
31,-0.00897028,-0.235733107
32,-0.247413766,-0.011187787
33,-0.18115047,0.312578159
34,-0.519400353,0.384489826
35,-0.193986554,0.192237172
36,-0.43185178,0.38789839
37,-0.195787196,0.071994851
38,0.038877404,-0.061761783
39,-0.18533612,0.091645301
40,-0.367081537,0.317566948
41,0.150029742,-0.050781283
42,-0.199383635,0.073344133
43,0.054996224,-0.208387663
44,-0.267195767,-0.008269026
45,0.125137622,-0.185496554
46,0.288403863,-0.291463524
47,0.214298976,-0.195900806
48,-0.149528637,-0.06554206
49,-0.27773322,0.051535177
50,-0.516666667,0.158333828
51,-0.684839167,0.309685056
52,0.278933546,0.0131104
53,0.148621808,-0.374238091
54,0.159252604,-0.071991137
55,-0.148440296,0.00367
56,-0.387577236,0.111600417
57,-0.199476636,-0.166666667
58,-0.240620245,0.22927803
59,-0.124709916,-0.135865304
60,-0.310273655,0.246828559
61,-0.492680776,0.347600226
62,-0.250104167,0.135071178
63,-0.431219054,0.215487942
64,-0.469942691,0.495073027
65,-0.626199887,0.719065283
66,-0.386481066,0.238046092
67,-0.033533194,-0.121190704
68,-0.183594319,0.19169553
69,0.002996832,-0.012902274
70,-0.299462902,0.214256059
71,-0.478307797,0.307133446
72,-0.308433333,0.188969127
73,0.03581875,-0.024132759
74,-0.126199887,0.246020418
75,-0.333333333,0.404479054
76,-0.58545553,0.531204431
77,-0.070284212,-0.255976954
78,0.261850422,-0.423962804
79,-0.057912079,-0.097579313
80,0.30995887,-0.330351926
81,0.062040622,-0.012299296
82,-0.052611664,0.105385158
83,0.163342934,-0.088911813
84,0.383331496,-0.269066441
85,-0.342693863,0.113576658
86,-0.40668822,0.215314199
87,-0.476199887,0.509575318
88,-0.233333333,0.274459022
89,-0.580933559,0.508579034
90,-0.33037242,0.213665676
91,-0.327436375,0.48117737
92,-0.648328746,0.590945287
93,-0.592913599,0.8604758
94,-0.288067005,0.338388179
95,-0.416550113,0.500071795
96,-0.5641775,0.519544586
97,-0.270345304,0.20664331
98,-0.149282917,0.030082988
99,-0.373225833,0.265523858
100,0.186593642,-0.132424357
101,0.446567894,-0.333333333
102,0.522938062,-0.545105
103,0.4104928,-0.849492083
104,-0.251975417,0.155792728
105,-0.334724054,0.453140158
106,-0.027789357,0.23700351
107,-0.292866554,0.452346189
108,-0.50467572,0.515606042
109,0.066334676,-0.211913187
110,0.23843723,-0.406151233
111,0.004125109,-0.1948525
112,0.415829368,-0.39046678
113,0.391844699,-0.67685053
114,-0.146991521,0.283883432
115,-0.32141987,0.427271955
116,-0.216666667,-0.011102015
117,-0.462964393,0.356127309
118,-0.146770417,0.026676673
119,-0.42116375,0.32250045
120,0.03679108,-0.312187083
121,0.394125024,-0.35
122,0.383879989,-0.642134167
123,0.683403216,-0.683333333
124,-0.144619357,0.197275311
125,-0.353552804,0.361621606
126,-0.52736697,0.48486231
127,-0.707133446,0.746578828
128,0.04807051,-0.207908159
129,-0.161357832,0.052640963
130,0.147270278,-0.213481667
131,0.189724698,-0.450262083
132,0.466855909,-0.54834125
133,-0.283304263,0.18250043
134,0.0360925,-0.031881721
135,-0.166666667,0.271430801
136,-0.476227083,0.16876703
137,-0.65,0.323538526
138,0.205276994,-0.150964939
139,0.451143628,-0.35616415
140,0.462511896,-0.56400125
141,0.605237105,-0.720947917
142,-0.228284054,0.134128092
143,-0.421269357,0.208506791
144,-0.519323941,0.449260471
145,-0.71886197,0.580609069
146,0.126826506,-0.230730372
147,0.435774365,-0.309481509
148,0.192918141,0.034489826
149,0.331148,-0.277874341
150,0.05229583,-0.055083204
151,-0.194128562,-0.0470225
152,-0.062267904,-0.276199887
153,-0.263737495,0.030933559
154,0.293887554,-0.126199887
155,0.163168351,-0.44245572
156,-0.268746233,0.117892535
157,0.115022431,-0.051234986
158,-0.286083742,0.235668587
159,-0.491650417,0.142574231
160,-0.20953322,-0.125724212
161,-0.001480508,-0.063816554
162,0.179584226,-0.176516441
163,0.443449729,-0.381460376
164,0.074162646,-0.243221833
165,-0.101728298,0.105341059
166,-0.261361778,0.335004505
167,-0.409592387,0.246592831
1,0.134107917,-0.396050844
2,0.438109753,-0.399756768
3,0.166666667,-0.041639956
4,0.380402083,-0.299948767
5,0.028733637,-0.089708312
6,-0.058594887,-0.013804288
7,-0.149518524,0.238975874
8,-0.360224661,0.231254814
9,-0.224198543,0.3694983
10,0.059776697,0.054007714
11,-0.165448861,0.27962638
12,0.146496173,-0.04126875
13,0.027670872,-0.316666667
14,0.292920308,-0.413782083
15,-0.064891711,0.241960229
16,0.124806492,-0.046568435
17,-0.166666667,0.319610846
18,-0.450660113,0.348368377
19,-0.5,0.597538724
20,0.183964351,-0.213204983
21,0.464490471,-0.373800113
22,0.537316451,-0.58811428
23,0.613570117,-0.776632196
24,0.164127196,-0.257357331
25,-0.02277697,0.020775564
26,-0.225237917,0.207448543
27,-0.418053333,0.311660985
28,-0.128339983,0.121266759
29,0.081662213,-0.067230569
30,-0.119993924,0.202065107
31,-0.211932995,0.410051072
32,0.211867228,-0.264370833
33,0.272918501,-0.441215
34,0.486262721,-0.516666667
35,0.566022418,-0.689092804
36,-0.240729774,0.116282249
37,0.014266893,-0.234045456
38,-0.147812274,0.250283242
39,0.134534809,-0.077521657
40,0.181898446,-0.341074129
41,-0.10042875,-0.026874047
42,-0.276289887,0.104093524
43,-0.39028947,0.282213489
44,-0.204331825,0.277334308
45,-0.072730703,-0.05776822
46,-0.197501437,0.201075417
47,-0.436610009,0.332219628
48,-0.178835818,0.108286295
49,-0.488038237,0.325764741
50,-0.252399774,-0.085028074
51,-0.269066441,0.353589254
52,-0.122638107,-0.046982093
53,0.072969713,-0.092918814
54,-0.246756763,0.200663269
55,-0.005409567,-0.154130601
56,-0.211827917,0.242008324
57,-0.379889054,0.303777608
58,0.124558567,-0.148363496
59,-0.156744132,0.120151633
60,0.302623766,-0.105976954
61,-0.021002982,0.015964087
62,-0.23360456,0.109797724
63,-0.006390851,-0.062637883
64,0.182964221,-0.196258204
65,-0.061604209,0.097173559
66,0.177550089,-0.162193524
67,-0.055948614,0.081406893
68,0.272598466,-0.140484774
69,0.200343692,-0.393715304
70,0.273786808,-0.137392949
71,0.438402224,-0.318595373
72,0.134447196,-0.107607672
73,-0.13041375,-0.028679148
74,0.157133446,-0.261455561
75,0.024957309,0.091066873
76,-0.096540078,0.234569828
77,-0.290586024,0.451143628
78,0.156262175,-0.252376137
79,-0.162067502,-0.02315375
80,0.272739995,-0.166666667
81,0.394681809,-0.333333333
82,0.498162491,-0.54405125
83,0.274673159,-0.17202486
84,0.453617326,-0.333135499
85,0.653659522,-0.488089946
86,0.828393255,-0.598426191
87,0.229698881,-0.183333333
88,0.312078984,-0.417393333
89,0.506646619,-0.52496697
90,0.272378229,-0.201633524
91,0.448687933,-0.477768941
92,-0.235733107,0.007395267
93,-0.332759054,0.399697043
94,-0.52293822,0.472922985
95,-0.666666667,0.724495772
96,0.305096338,-0.146443733
97,0.285772425,-0.44610415
98,0.362508374,-0.6531275
99,0.665561382,-0.625659357
100,-0.145513204,0.316305122
101,-0.02312375,-0.087790225
102,-0.154511857,0.153641249
103,-0.333333333,0.404479054
104,-0.6438425,0.416046299
105,0.180754434,-0.09694138
106,0.375242266,-0.22965795
107,0.516110886,-0.482486441
108,0.266567667,-0.233389054
109,0.022446056,-0.141666667
110,0.236524939,-0.387490833
111,0.160905045,-0.255622335
112,0.022955574,0.029719068
113,-0.166666667,0.290521043
114,-0.490346363,0.291689438
115,-0.64704553,0.388976165
116,0.1848026,-0.236446667
117,0.35779009,-0.348895304
118,0.178342846,-0.066666667
119,0.270459242,-0.383819583
120,0.290350861,-0.657652196
121,0.206539696,-0.252469372
122,0.430335974,-0.351605094
123,0.584158891,-0.49870697
124,0.164799195,-0.242151707
125,0.126199887,0.050930105
126,0,0.22349467
127,0.213337917,-0.128632749
128,-0.035426857,-0.064414313
129,-0.197406554,0.168893012
130,0.070336363,-0.002405501
131,0.25760263,-0.131150198
132,0.040961492,0.064563341
133,0.346729939,-0.112897537
134,0.418509826,-0.31633096
135,0.185797358,-0.254967917
136,0.409196318,-0.333333333
137,0.561876658,-0.49890822
138,0.139538014,-0.305051554
139,0.032248619,-0.085773204
140,-0.129042377,0.080638463
141,0.165651505,-0.146296954
142,0.277629505,-0.373037804
143,0.225801808,-0.246959795
144,0.017930861,0.12077288
145,-0.270241667,0.134416324
146,0.123107213,0.105122922
147,-0.160475704,0.241190265
148,0.086364713,-0.021015524
149,0.155726667,-0.184888685
150,-0.06103875,0.014141214
151,-0.207133446,0.318645483
152,-0.469552613,0.361867497
153,0.083686563,-0.198390659
154,-0.048024743,0.156656008
155,0.197776874,-0.182495704
156,0.373606588,-0.37645165
157,0.549932455,-0.54376625
158,-0.20999258,0.305951093
159,-0.4656304,0.20027792
160,-0.45953322,0.566037136
161,-0.666666667,0.692139429
162,-0.164004474,0.213364167
163,-0.085527376,-0.13341322
164,-0.23951671,0.202245417
165,0.011660015,-0.07531125
166,0.060471303,-0.324391667
167,0.428828405,-0.295487274
168,0.204847917,-0.127494519
169,-0.04929375,0.076277125
170,0.226223446,-0.243720521
171,0.412148474,-0.423641547
172,0.159053058,-0.106112641
173,-0.030362776,-0.011752181
174,0.182912213,-0.259007933
175,0.35104835,-0.349598928
176,-0.103847856,0.330933559
177,-0.277817284,0.416666667
178,-0.16791552,0.04994197
179,0.109124597,-0.060241667
180,0.330819631,-0.183333333
181,0.456921923,-0.374043333
182,-0.186910513,0.272739995
183,0.03368125,-0.111208435
184,-0.247872917,0.17925924
185,0.131332309,-0.016847348
186,-0.166666667,0.320465601
187,-0.332987804,0.3639675
188,0.153157469,-0.251687483
189,0.022254437,0.14046678
190,0.081794474,-0.208744887
191,-0.069591202,0.072504183
192,0.162459768,-0.251706233
193,0.322324918,-0.3806854
194,-0.171254842,0.210946492
195,-0.384468913,0.273332258
196,-0.538890191,0.418234017
197,-0.624170607,0.684338714
198,0.231941562,-0.171041622
199,0.315429826,-0.38286072
200,0.379166266,-0.565466024
201,0.677624921,-0.619066441
202,-0.176746745,0.031024088
203,0.055366893,-0.164902021
204,-0.163322274,0.136683314
205,-0.333333333,0.404479054
206,-0.51103572,0.496498049
207,0.21197886,-0.186110704
208,0.286460104,-0.40050447
209,0.550667873,-0.514337387
210,0.600910182,-0.688826554
211,0.217942917,-0.136639541
212,0.458448143,-0.318992321
213,0.166666667,0.000448883
214,0.350008046,-0.297911399
215,0.517375963,-0.451340977
216,0.269763641,-0.212952917
217,0.384802259,-0.340874054
218,0.132513356,-0.032994357
219,0.267207535,-0.375804774
220,0.10229849,-0.055273107
221,-0.247417343,-0.04432947
222,0.252653469,-0.166666667
223,0.00216791,0.019066441
224,0.185384853,-0.326601476
225,0.298341432,-0.461231363
1,0.174521659,-0.268164167
2,0.263108772,-0.377320664
3,0.404877556,-0.552024887
4,0.176620831,-0.250896537
5,0.064694609,-0.111858733
6,-0.251826504,0.010689713
7,-0.30613463,0.222744741
8,0.105403617,0.078620574
9,0.298463288,-0.166646622
10,0.232750493,-0.442866554
11,-0.229690278,0.339555843
12,0.033154875,0.007480933
13,0.160121137,-0.210082143
14,-0.07473697,-0.050496351
15,-0.129409357,0.181254168
16,-0.354852995,0.195257299
17,0.215066145,-0.164417776
18,0.362029747,-0.279045163
19,0.488769808,-0.56410625
20,0.721270791,-0.707133446
21,-0.086541283,0.156700803
22,-0.282670591,0.343813676
23,-0.58806125,0.454151347
24,-0.25357718,0.33769542
25,-0.566552596,0.462877676
26,0.187055033,-0.342058976
27,-0.088249211,-0.04625053
28,0.28394878,-0.209337917
29,0.394681809,-0.373800113
30,0.192918141,-0.123561667
31,0.415829368,-0.373800113
32,-0.146443733,0.28394878
33,-0.4546279,0.256659092
34,-0.49928322,0.53529861
35,-0.192866554,0.292442386
36,-0.52989447,0.387385947
37,-0.251516204,0.203104696
38,-0.264551183,0.392866554
39,-0.048273007,0.126199887
40,0.130272155,-0.080933559
41,0.351967189,-0.247600226
42,0.05461078,0.01162697
43,-0.2840259,0.124871137
44,-0.173409513,-0.15
45,-0.134696991,0.226199887
46,-0.134093585,-0.19638053
47,0.143434917,-0.264673446
48,-0.085831296,0.0135625
49,0.180303366,-0.220844583
50,-0.241472475,-0.046443733
51,-0.28619479,0.145692933
52,-0.146281358,-0.110006537
53,0.246020418,-0.142866554
54,-0.139668287,0.030106363
55,-0.058739662,-0.339734583
56,0.378755761,-0.373800113
57,-0.145561954,0.205262136
58,0.066167742,-0.071869948
59,0.251251476,-0.207538368
60,0.423043046,-0.310069512
61,0.076600963,-0.266283499
62,0.42682513,-0.318699267
63,-0.328769018,0.12060625
64,-0.378748735,0.297225417
65,-0.036067938,0.166666667
66,-0.466620654,0.262040833
67,-0.188728236,0.065255417
68,0.104548863,0.04046678
69,0.298463288,-0.170989887
70,-0.128407308,0.030933559
71,0.236146717,-0.155989357
72,-0.078251173,0.131562354
73,0.298463288,-0.088046092
74,0.191318755,-0.298452229
75,-0.085733107,0.258225487
76,-0.333333333,0.446567894
77,-0.57455,0.493268872
78,-0.757267196,0.667654542
79,0.181089013,-0.10314763
80,0.443342913,-0.214245979
81,0.208226617,-0.066666667
82,0.312449219,-0.374227083
83,0.411891892,-0.55831625
84,-0.126199887,0.298463288
85,0.108832309,-0.04308585
86,-0.126199887,0.29289127
87,0.00196375,-0.088153533
88,-0.263315417,0.155363398
89,0.047713463,-0.112621514
90,0.2868896,-0.10481322
91,0.372622707,-0.303540577
92,0.330819631,-0.2
93,0.19072244,-0.557133446
94,0.104853328,-0.163422613
95,0.062709145,-0.515075
96,0.380765667,-0.52611822
97,-0.243753013,0.144515659
98,-0.37427665,0.33229333
99,-0.53176197,0.494716646
100,-0.674098637,0.649501736
101,0.074017891,-0.257487387
102,-0.05866298,0.06588303
103,0.052116522,-0.254562387
104,0.211022601,-0.42360072
105,0.458596616,-0.547839887
106,-0.178343637,0.236440158
107,-0.37273197,0.34982711
108,-0.516666667,0.518682212
109,-0.722757083,0.69138702
110,0.187694566,-0.212497055
111,0.443342913,-0.373800113
112,0.145612857,-0.118154167
113,-0.072225675,0.0455725
114,-0.245781462,0.225027196
115,-0.343928397,0.340115833
116,0.234360946,-0.20612989
117,-0.082575607,-0.126027491
118,-0.178554774,0.160170418
119,-0.36930447,0.361543529
120,-0.54481625,0.520875149
121,0.187915237,-0.212542872
122,-0.113654734,0.008314611
123,-0.157174163,0.211669167
124,0.115200862,-0.00241447
125,-0.207471563,0.230202726
126,0.036563799,0.015102839
127,0.158009188,-0.175279357
128,0.147259659,-0.49568697
129,-0.148735805,0.282952495
130,-0.373800113,0.430202347
131,-0.125707483,0.129339582
132,0.079756154,0.04425675
133,-0.309572483,-0.040062353
134,-0.467692613,0.234604042
135,0.168848029,-0.144114826
136,0.164579956,-0.421379426
137,0.111154026,-0.044774774
138,0.084205272,-0.419066441
139,0.314322323,-0.544516857
140,-0.263949983,0.064637952
141,0.064895987,-0.084375
142,0.021157366,-0.316666667
143,-0.022535918,0.162006965
144,-0.247600226,0.334980109
145,-0.123722259,-0.069087354
146,0.157201783,-0.087805061
147,-0.138879696,0.014260235
148,-0.29712875,0.085749199
149,-0.481571756,0.390985355
150,-0.010344646,0.229246909
151,0.025653559,-0.187698924
152,-0.205032387,0.159358811
153,-0.478307797,0.32735638
154,-0.272701242,0.22975888
155,-0.056323819,-0.052009887
156,0.279373045,-0.183333333
157,-0.054042148,-0.010295085
158,0.305096338,-0.189202585
159,0.431198631,-0.355869252
160,0.296426909,-0.189334158
161,0.003175963,0.032687981
162,-0.241444887,0.03682841
163,-0.387997083,0.340212545
164,-0.60953322,0.239852981
165,0.262429266,-0.16897455
166,0.457776678,-0.31125737
167,0.591760429,-0.45953322
168,0.631623037,-0.717479167
169,-0.06532138,0.204035707
170,0.137649133,-0.161580615
171,0.298163976,-0.202923735
172,-0.002638941,-0.032322363
173,-0.085733107,0.246020418
174,0.132896059,-0.041583146
175,-0.196866024,0.096620896
176,-0.35,0.372122711
177,0.035530345,-0.365350513
178,0.239847596,-0.4273579
179,0.388663106,-0.665705
180,0.488340243,-0.795385417
181,-0.126989842,0.305951093
182,-0.337581554,0.391765964
183,-0.539484357,0.360972472
184,-0.683333333,0.683403216
185,0.088616606,-0.229423733
186,0.337300573,-0.40822218
187,0.431100901,-0.59209625
188,0.716695057,-0.707133446
189,0.175043395,-0.348407401
190,0.017909948,0.185627096
191,-0.180870372,0.244319905
192,-0.414266893,0.526730585
193,-0.147482917,0.125974005
194,-0.481132083,0.168407217
195,-0.063007424,0.245732528
196,0.132320451,0.017930861
197,0.22560399,-0.197468637
198,0.266363053,-0.414741024
199,0.599328977,-0.5
200,-0.149474021,0.178771089
201,-0.36754862,0.263082544
202,-0.034348107,0.148966435
203,-0.303583524,0.323566548
204,-0.076269887,0.087356235
205,-0.001644567,-0.102024533
206,-0.188056954,0.092868792
207,-0.34633487,0.281700324
208,-0.168118652,0.273385563
209,0.07708857,0.013927213
210,0.058984271,-0.135263395
211,0.413459142,-0.252399774
212,0.152619554,-0.066666667
213,0.210896124,-0.466139583
214,-0.193964054,0.21319962
215,-0.427214583,0.262010031
216,-0.54383375,0.53529861
217,-0.707133446,0.683403216
218,-0.358838555,0.1368896
219,-0.583972196,0.147205096
220,-0.617225113,0.482483833
221,-0.297109521,0.253196363
222,-0.507294221,0.51891053
223,-0.759289955,0.475365222
224,-0.545419539,0.249782387
225,-0.092361569,0.333333333
226,-0.425831375,0.573903463
227,-0.237944009,0.146417702
228,-0.469456829,0.430768093
229,-0.067802246,0.28394878
230,-0.408036554,0.229946429
231,-0.070494887,0.118585421
232,0.1,-0.017983364
233,-0.220385417,0.143278224
234,-0.51452803,0.133559565
235,-0.165750371,0.28199638
236,-0.025809479,0.003807309
237,0.236961062,-0.214239167
238,0.494374242,-0.414266893
239,0.552068601,-0.59125678
240,-0.173406521,0.140655613
241,-0.34356737,0.328513962
242,-0.45953322,0.549813119
243,-0.642866554,0.687124196
244,0.274216283,-0.166666667
245,0.196650172,-0.354708941
246,0.541931661,-0.516666667
247,0.145200897,-0.30053822
248,0.551728905,-0.54046678
249,-0.082176841,0.309672072
250,-0.234842561,0.369535198
251,-0.459213411,0.463981635
252,-0.626199887,0.724495772
253,-0.125651472,0.28470388
254,0.105270057,-0.034545817
255,-0.253921115,0.195308446
256,0.065680251,0
257,-0.145081941,0.226199887
258,-0.277817284,0.352399774
259,0.144023046,-0.305586595
260,-0.1135804,-0.045815244
261,-0.17807237,0.203480923
262,-0.39089375,0.378961425
263,-0.081021137,0.162071804
264,-0.333333333,0.431198631
265,0.145924599,-0.313004793
266,0.260188193,-0.46515468
267,0.57029996,-0.5
268,0.702180549,-0.707133446
269,-0.180673204,0.182589985
270,0.068085867,-0.02941797
271,0.195287241,-0.336836242
272,-0.093179842,-0.170766438
273,-0.200241109,0.131362778
274,-0.452399774,0.113113063
1,-0.245412917,0.183418895
2,-0.01657625,-0.144194758
3,-0.126199887,0.180460357
4,0.116518463,-0.063667557
5,0.2868896,-0.118362364
6,-0.113844376,0.001678146
7,0.006558107,-0.388731671
8,0.346445304,-0.28151921
9,-0.288588715,0.108687083
10,0.087526738,0.044033503
11,-0.258212208,0.282551087
12,0.019036431,0.0584587
13,0.080819003,-0.125392133
14,0.294666232,-0.312515078
15,-0.207133446,0.153531668
16,-0.443070113,0.325058849
17,-0.5,0.610537761
18,-0.653424357,0.736640054
19,-0.118362364,0.307133446
20,0.024064991,-0.08617875
21,-0.199312662,0.168262387
22,0.090062261,-0.00542947
23,0.28394878,-0.085733107
24,0.232943192,-0.410889774
25,0.339853255,-0.139803723
26,0.452290643,-0.343613743
27,0.118794696,-0.248964622
28,0.274434583,-0.511893409
29,0.150793446,-0.085340763
30,-0.0492825,0.080179941
31,-0.318052083,0.110118477
32,-0.065770946,-0.08234387
33,-0.223800113,0.252653469
34,-0.00759553,-0.052322418
35,-0.247348446,0.210469119
36,-0.450531554,0.082366937
37,-0.102993101,0.2868896
38,-0.51066414,0.341710061
39,-0.02155343,0.164353682
40,0.200141604,-0.002312985
41,0.367336452,-0.207133446
42,0.493438745,-0.373800113
43,0.15256888,-0.362618123
44,-0.066124567,-0.025021479
45,-0.207133446,0.257229203
46,-0.39046678,0.374158353
47,-0.557133446,0.583024216
48,0.222934392,-0.173814454
49,0.262244301,-0.38779112
50,0.076237564,-0.028075174
51,-0.072623647,0.112475963
52,0.246020418,-0.186910513
53,0.418993562,-0.414266893
54,-0.312259359,0.25849857
55,-0.480808239,0.421392313
56,-0.194966476,0.179712665
57,0.01344197,0.029681455
58,0.191029167,-0.271351506
59,-0.04046678,0.102178637
60,-0.216069167,0.241356588
61,-0.373800113,0.475699256
62,0.293196107,-0.277856043
63,0.340539853,-0.45986343
64,0.572750929,-0.54046678
65,0.68670894,-0.747600226
66,0.247188063,-0.184812934
67,-0.100579567,0.071841195
68,-0.179310607,0.106769846
69,0.06158553,-0.082194477
70,-0.166666667,0.237284206
71,-0.08153053,-0.128454165
72,-0.303958446,0.134162746
73,0.04712875,-0.078342898
74,-0.207381554,0.156076695
75,-0.026199887,-0.272545014
76,-0.264344054,0.117570061
77,-0.38113197,0.247919936
78,0.188398736,-0.296744793
79,-0.11305842,0.00475
80,0.328999512,-0.166666667
81,0.431198631,-0.373060833
82,0.583024216,-0.58079053
83,0.217305946,-0.235718838
84,0.436274393,-0.390226875
85,0.631879809,-0.507279441
86,0.763907726,-0.68487971
87,0.294302809,-0.24046678
88,0.441552661,-0.430933559
89,0.302293959,-0.71846053
90,0.698772479,-0.666666667
91,0.255968976,-0.241101022
92,0.380462613,-0.402691083
93,0.19046678,-0.062787515
94,-0.077930417,0.036759131
95,0.167515,-0.148132461
96,-0.13342553,0.066469458
97,0.147225417,-0.251061724
98,-0.10505625,0.035086809
99,0.245457726,-0.241769408
100,-0.126199887,-0.104014489
101,0.24605928,-0.221865599
102,-0.124824167,-0.116847937
103,-0.289899696,0.169366891
104,-0.524044393,0.381611267
105,0.299318042,-0.067823159
106,0.435774365,-0.311846205
107,0.509977654,-0.575485417
108,0.723641017,-0.723800113
109,0.119532724,-0.188250829
110,0.369668767,-0.418705611
111,0.549574809,-0.65512738
112,0.406193672,-0.260783342
113,0.288067005,-0.018697847
114,0.064266893,0.137458301
115,0.17160678,-0.220630773
116,0.374584167,-0.342732593
117,0.040238696,-0.37193
118,0.221985993,-0.47225375
119,0.546092139,-0.5
120,0.186619581,-0.32579468
121,0.092407771,-0.094522483
122,0.058544814,-0.397606008
1,0.282121645,-0.219241667
2,0.383456651,-0.393130833
3,0.605420182,-0.45953322
4,0.314696823,-0.233333333
5,0.440621377,-0.5583275
6,-0.304733672,0.359454994
7,-0.525480169,0.241714023
8,-0.135135833,0.097767212
9,-0.413436137,0.196899613
10,-0.094297804,0.047878385
11,-0.461046137,0.221082166
12,-0.253437678,0.154848637
13,-0.413619377,0.325963333
14,-0.520788534,0.51469875
15,-0.652292352,0.697385417
16,-0.22987947,0.138563854
17,-0.35984322,0.341420257
18,-0.50304822,0.529181832
19,-0.666666667,0.73901028
20,0.258225487,-0.185994983
21,0.346589406,-0.31526237
22,0.577245921,-0.45953322
23,0.34975896,-0.21123862
24,0.402810806,-0.589510096
25,-0.277642053,0.171025596
26,-0.412076735,0.337463166
27,-0.123800113,0.167134062
28,0.003899487,-0.085224084
29,-0.186910513,0.22487286
30,-0.417268317,0.296008073
31,0.057721268,-0.321317196
32,0.247717208,-0.480686893
33,0.511412529,-0.54046678
34,0.2249968,-0.290273333
35,0.464818419,-0.50413572
36,-0.181320692,0.23469443
37,-0.274158913,0.435774365
38,-0.423520911,0.497398979
39,-0.159595495,0.243282458
40,-0.417254661,0.536153365
41,-0.128734664,0.300803976
42,-0.338663617,0.428196893
43,-0.407640556,0.680933559
44,-0.256092799,0.373800113
45,0.004169863,0.126199887
46,-0.27638391,0.340077804
47,-0.182607258,0.11181757
48,0.050523446,-0.039773413
49,-0.223800113,0.252653469
50,-0.373800113,0.404479054
51,-0.595795417,0.472194752
52,-0.206784293,0.179444887
53,-0.063948057,-0.07782375
54,0.086792046,-0.214216137
55,0.334952977,-0.383898333
56,0.499396021,-0.5489225
57,-0.135768592,0.247502965
58,-0.37159197,0.331903852
59,-0.586705417,0.429025586
60,-0.723800113,0.709126509
61,-0.13050948,0.266645754
62,0.172360995,-2.09E-05
63,-0.103847856,0.205956041
64,-0.331599272,0.331194054
65,-0.23271954,0.087028446
66,0.067561193,0.025231059
67,0.347124391,-0.126199887
68,0.388948385,-0.397300833
69,-0.166666667,0.331674385
70,-0.442866554,0.182151618
71,-0.065150607,0.12012238
72,-0.334206554,0.402250357
73,-0.55406322,0.376923703
74,0.325041335,-0.207133446
75,0.371045956,-0.425610113
76,0.514059057,-0.54046678
77,0.227810833,-0.322512613
78,0.443511161,-0.59357053
79,-0.123540607,0.28394878
80,-0.292866554,0.425420335
81,-0.54046678,0.598393479
82,-0.762738446,0.630860355
83,0.28394878,-0.146443733
84,0.048832484,0.1
85,0.141644556,-0.220606137
86,-0.101293,0.080012213
87,-0.245173916,0.273296092
88,0.064302896,0.076585676
89,0.018950997,-0.225299341
90,0.280217537,-0.362362691
91,-0.168979652,0.326102367
92,-0.346869539,0.406946729
93,-0.154630946,0.118822283
94,-0.376604054,0.277200357
95,-0.52422822,0.396444131
96,0.076384892,-0.271325417
97,0.348146049,-0.384187083
98,0.109344964,-0.136544167
99,-0.038150199,0.08613678
100,0.077919498,-0.238043637
101,0.286821948,-0.384625833
102,-0.088046092,0.325041335
103,-0.323694009,0.353107497
104,-0.419066441,0.513567825
105,-0.626049357,0.624763772
106,0.203385398,-0.171218637
107,-0.004207727,0.01818197
108,-0.180681616,0.222641667
109,0.078684041,-0.07820303
110,0.156436785,-0.209637917
111,0.325609388,-0.37215447
112,-0.216962274,0.087677607
113,0.14148094,0.041730974
114,0.282952495,-0.149170276
115,-0.05276625,0.115598744
116,-0.166666667,0.31724062
117,-0.04282629,-0.098582455
118,0.258496891,-0.256543446
119,0.453576311,-0.218741364
120,0.191590991,-0.101139415
121,0.361958669,-0.412723846
122,0.476730051,-0.574862596
123,-0.14906489,0.214927917
124,0.037726301,0.04046678
125,0.24185994,-0.126199887
126,-0.034376533,0.147846492
127,0.118755149,-0.157771424
128,0.429378513,-0.27264362
129,-0.109605659,0.195304502
130,-0.41882665,0.244935878
131,-0.50290197,0.494279041
132,-0.627410607,0.627072584
133,0.120667606,-0.230637387
134,0.346695297,-0.397608333
135,0.569445206,-0.45953322
136,0.221138846,-0.326435113
137,0.446072395,-0.54587375
138,-0.182589774,0.212536703
139,-0.269066441,0.454551697
140,-0.518428637,0.519338573
141,-0.703091554,0.605331208
142,-0.147341166,0.322190174
143,0.08617966,0.083510287
144,0.21321062,-0.216898733
145,0.009153744,-0.00209428
146,-0.179186581,0.166931137
